musher,bib,intime,indogs,outtime,outdogs,rest,enroute,prev,prevOut,checkName
33,3/10 21:56:00,13,3/11 03:13:00 *,13,4h 17m,23h 58m,3/9 21:58:00,5.09,,Kaltag
13,3/10 21:38:00,12,3/11 03:15:00 *,11,4h 37m,23h 53m,3/9 21:45:00,5.11,,Kaltag
29,3/11 01:10:00,13,3/11 07:29:00 *,12,5h 19m,20h 51m,3/10 04:19:00,5.85,,Kaltag
30,3/11 01:13:00,12,3/11 07:30:00 *,11,5h 17m,20h 54m,3/10 04:19:00,5.84,,Kaltag
17,3/11 01:14:00,14,3/11 07:30:00 *,13,5h 16m,21h 9m,3/10 04:05:00,5.77,,Kaltag
11,3/11 03:05:00 *,,3/11 07:47:00,11,4h 42m,20h 28m,3/10 05:37:00,5.96,,Kaltag
55,3/11 07:40:00 *,,3/11 07:54:00,15,0h 14m,23h 33m,3/10 07:07:00,5.18,,Kaltag
60,3/11 03:02:00 *,,3/11 07:55:00,13,4h 53m,20h 42m,3/10 05:20:00,5.89,,Kaltag
15,3/11 09:21:00 *,14,3/11 09:30:00,14,0h 9m,25h 31m,3/10 06:50:00,4.78,,Kaltag
64,3/11 03:39:00 *,12,3/11 09:58:00,11,6h 19m,22h 4m,3/10 04:35:00,5.53,,Kaltag
8,3/11 04:53:00 *,13,3/11 10:31:00,13,5h 38m,20h 19m,3/10 07:34:00,6.00,,Kaltag
31,3/11 05:12:00 *,13,3/11 10:32:00,13,5h 20m,22h 33m,3/10 05:39:00,5.41,,Kaltag
52,3/11 10:26:00 *,,3/11 10:35:00,12,0h 9m,24h 51m,3/10 08:35:00,4.91,,Kaltag
3,3/11 06:00:00 *,,3/11 10:40:00,12,4h 40m,21h 3m,3/10 07:57:00,5.80,,Kaltag
21,3/11 04:18:00 *,14,3/11 10:50:00,13,6h 32m,20h 34m,3/10 06:44:00,5.93,,Kaltag
54,3/11 05:29:00 *,12,3/11 11:59:00,11,6h 30m,20h 32m,3/10 07:57:00,5.94,,Kaltag
68,3/11 06:04:00 *,,3/11 12:48:00,11,6h 44m,22h 4m,3/10 07:00:00,5.53,,Kaltag
36,3/11 06:29:00 *,13,3/11 14:30:00,12,8h 1m,23h 51m,3/10 05:38:00,5.12,,Kaltag
18,3/11 09:35:00 *,13,3/11 14:35:00,13,5h 0m,23h 27m,3/10 09:08:00,5.20,,Kaltag
63,3/11 11:23:00 *,,3/11 16:55:00,10,5h 32m,24h 29m,3/10 09:54:00,4.98,,Kaltag
41,3/11 13:02:00 *,13,3/11 17:39:00,13,4h 37m,20h 10m,3/10 15:52:00,6.05,,Kaltag
61,3/11 09:55:00 *,14,3/11 18:22:00,12,8h 27m,24h 18m,3/10 08:37:00,5.02,,Kaltag
28,3/11 14:08:00 *,,3/11 20:09:00,13,6h 1m,28h 29m,3/10 08:39:00,4.28,,Kaltag
4,3/11 14:10:00 *,11,3/11 21:00:00,11,6h 50m,21h 42m,3/10 15:28:00,5.62,,Kaltag
51,3/11 15:22:00 *,13,3/11 21:08:00,10,5h 46m,21h 31m,3/10 16:51:00,5.67,,Kaltag
9,3/11 13:35:00 *,12,3/11 21:50:00,12,8h 15m,27h 1m,3/10 09:34:00,4.52,,Kaltag
2,3/11 14:14:00 *,12,3/11 23:00:00,11,8h 46m,22h 41m,3/10 14:33:00,5.38,,Kaltag
27,3/11 20:18:00 *,11,3/12 01:54:00,10,5h 36m,24h 2m,3/10 19:16:00,5.08,,Kaltag
14,3/11 18:20:00 *,14,3/12 02:45:00,14,8h 25m,25h 38m,3/10 15:42:00,4.76,,Kaltag
38,3/11 18:26:00 *,,3/12 02:49:00,13,8h 23m,21h 9m,3/10 20:17:00,5.77,,Kaltag
40,3/11 20:29:00 *,13,3/12 03:05:00,13,6h 36m,23h 36m,3/10 19:53:00,5.17,,Kaltag
43,3/11 15:56:00 *,13,3/12 04:18:00,12,12h 22m,22h 15m,3/10 16:41:00,5.48,,Kaltag
32,3/12 01:58:00,15,3/12 10:26:00,15,8h 28m,20h 9m,3/11 05:49:00,6.05,,Kaltag
49,3/12 10:31:00,10,3/12 10:46:00,10,0h 15m,26h 21m,3/11 08:10:00,4.63,,Kaltag
58,3/12 02:53:00,13,3/12 11:20:00,10,8h 27m,22h 38m,3/11 04:15:00,5.39,,Kaltag
50,3/12 08:02:00,,3/12 15:06:00,12,7h 4m,26h 5m,3/11 05:57:00,4.68,,Kaltag
20,3/12 08:04:00,13,3/12 15:16:00,12,7h 12m,21h 44m,3/11 10:20:00,5.61,,Kaltag
12,3/12 08:05:00,11,3/12 15:16:00,11,7h 11m,21h 45m,3/11 10:20:00,5.61,,Kaltag
56,3/12 08:52:00,12,3/12 15:18:00,12,6h 26m,22h 13m,3/11 10:39:00,5.49,,Kaltag
65,3/12 08:54:00,11,3/12 15:20:00,11,6h 26m,29h 14m,3/11 03:40:00,4.17,,Kaltag
22,3/12 10:42:00,13,3/12 19:04:00,12,8h 22m,26h 34m,3/11 08:08:00,4.59,,Kaltag
37,3/12 11:40:00,15,3/12 19:59:00,15,8h 19m,24h 42m,3/11 10:58:00,4.94,,Kaltag
48,3/12 11:44:00,13,3/12 19:59:00,13,8h 15m,25h 56m,3/11 09:48:00,4.70,,Kaltag
53,3/12 12:32:00,14,3/12 21:22:00,14,8h 50m,21h 19m,3/11 15:13:00,5.72,,Kaltag
23,3/12 11:15:00,14,3/12 21:29:00,13,10h 14m,23h 57m,3/11 11:18:00,5.09,,Kaltag
45,3/12 16:11:00,8,3/13 00:30:00,8,8h 19m,29h 13m,3/11 10:58:00,4.18,,Kaltag
67,3/12 15:33:00,13,3/13 00:37:00,12,9h 4m,27h 58m,3/11 11:35:00,4.36,,Kaltag
5,3/12 15:55:00,12,3/13 01:03:00,11,9h 8m,26h 24m,3/11 13:31:00,4.62,,Kaltag
57,3/12 15:42:00,12,3/13 01:14:00,11,9h 32m,27h 27m,3/11 12:15:00,4.44,,Kaltag
19,3/12 18:07:00,,3/13 03:30:00,12,9h 23m,26h 21m,3/11 15:46:00,4.63,,Kaltag
42,3/13 01:00:00,13,3/13 09:52:00,13,8h 52m,28h 18m,3/11 20:42:00,4.31,,Kaltag
24,3/13 01:34:00,13,3/13 11:13:00,13,9h 39m,30h 48m,3/11 18:46:00,3.96,,Kaltag
16,3/13 08:08:00,10,3/13 14:38:00,10,6h 30m,40h 55m,3/11 15:13:00,2.98,,Kaltag
66,3/13 08:04:00,,3/13 15:49:00,14,7h 45m,36h 18m,3/11 19:46:00,3.36,,Kaltag
6,3/13 07:56:00,14,3/13 15:54:00,14,7h 58m,34h 56m,3/11 21:00:00,3.49,,Kaltag
35,3/13 11:55:00,12,3/13 19:34:00,12,7h 39m,34h 49m,3/12 01:06:00,3.50,,Kaltag
59,3/14 18:50:00,12,3/15 02:50:00,12,8h 0m,50h 40m,3/12 16:10:00,2.41,,Kaltag
44,3/14 19:54:00,13,3/15 03:03:00,13,7h 9m,51h 45m,3/12 16:09:00,2.36,,Kaltag
7,3/11 14:50:00 *,11,,,,27h 0m,3/10 10:50:00,4.52,,Kaltag
10,3/13 01:48:00,13,,,,34h 4m,3/11 15:44:00,3.58,,Kaltag
26,3/13 14:26:00,13,,,,30h 29m,3/12 07:57:00,4.00,,Kaltag
Nicolas Petit,46,3/11 13:40:00 *,13,3/11 18:55:00,12,5h 15m,10h 57m,3/11 01:43:00,7.76,Unalakleet
Joar Leifseth Ulsom,33,3/11 18:38:00,13,3/11 20:20:00,13,1h 42m,15h 25m,3/11 03:13:00,5.51,Unalakleet
Mitch Seavey,13,3/11 17:58:00,11,3/11 21:16:00,10,3h 18m,14h 43m,3/11 03:15:00,5.78,Unalakleet
Ray Redington Jr,17,3/11 22:24:00,13,3/11 22:33:00,13,0h 9m,14h 54m,3/11 07:30:00,5.70,Unalakleet
Peter Kaiser,30,3/11 22:30:00,11,3/11 22:36:00,11,0h 6m,15h 0m,3/11 07:30:00,5.67,Unalakleet
Travis Beals,60,3/11 20:34:00,13,3/12 01:37:00,12,5h 3m,12h 39m,3/11 07:55:00,6.72,Unalakleet
Wade Marrs,11,3/11 22:09:00,11,3/12 02:26:00,9,4h 17m,14h 22m,3/11 07:47:00,5.92,Unalakleet
Richie Diehl,29,3/11 22:37:00,12,3/12 03:31:00,12,4h 54m,15h 8m,3/11 07:29:00,5.62,Unalakleet
Ramey Smyth,21,3/11 22:50:00,13,3/12 04:06:00,13,5h 16m,12h 0m,3/11 10:50:00,7.08,Unalakleet
Linwood Fiedler,8,3/11 22:08:00,13,3/12 04:44:00,12,6h 36m,11h 37m,3/11 10:31:00,7.32,Unalakleet
Matt Hall,15,3/12 01:36:00,14,3/12 05:51:00,13,4h 15m,16h 6m,3/11 09:30:00,5.28,Unalakleet
Matthew Failor,55,3/12 01:15:00,15,3/12 06:05:00,14,4h 50m,17h 21m,3/11 07:54:00,4.90,Unalakleet
Aaron Burmeister,64,3/12 01:57:00,11,3/12 06:05:00,11,4h 8m,15h 59m,3/11 09:58:00,5.32,Unalakleet
Aliy Zirkle,31,3/12 01:16:00,13,3/12 06:14:00,10,4h 58m,14h 44m,3/11 10:32:00,5.77,Unalakleet
Kelly Maixner,52,3/12 02:25:00,12,3/12 06:28:00,11,4h 3m,15h 50m,3/11 10:35:00,5.37,Unalakleet
Jessie Royer,36,3/12 06:32:00,12,3/12 06:34:00,12,0h 2m,16h 2m,3/11 14:30:00,5.30,Unalakleet
Ketil Reitan,54,3/12 01:50:00,11,3/12 07:00:00,11,5h 10m,13h 51m,3/11 11:59:00,6.14,Unalakleet
Michelle Phillips,18,3/12 07:22:00,13,3/12 07:34:00,12,0h 12m,16h 47m,3/11 14:35:00,5.06,Unalakleet
Mats Pettersson,3,3/12 02:29:00,12,3/12 07:38:00,12,5h 9m,15h 49m,3/11 10:40:00,5.37,Unalakleet
Jessie Holmes,41,3/12 03:40:00,13,3/12 07:47:00,12,4h 7m,10h 1m,3/11 17:39:00,8.49,Unalakleet
Hugh Neff,68,3/12 04:33:00,11,3/12 09:00:00,11,4h 27m,15h 45m,3/11 12:48:00,5.40,Unalakleet
Lars Monsen,61,3/12 08:05:00,12,3/12 11:04:00,11,2h 59m,13h 43m,3/11 18:22:00,6.20,Unalakleet
Michi Konno,63,3/12 07:39:00,10,3/12 13:37:00,9,5h 58m,14h 44m,3/11 16:55:00,5.77,Unalakleet
Katherine Keith,51,3/12 12:52:00,10,3/12 17:39:00,9,4h 47m,15h 44m,3/11 21:08:00,5.40,Unalakleet
Jeff King,40,3/12 13:15:00,13,3/12 19:28:00,12,6h 13m,10h 10m,3/12 03:05:00,8.36,Unalakleet
Martin Buser,28,3/12 13:12:00,13,3/12 19:29:00,12,6h 17m,17h 3m,3/11 20:09:00,4.99,Unalakleet
Anna Berington,4,3/12 13:29:00,11,3/12 19:45:00,10,6h 16m,16h 29m,3/11 21:00:00,5.16,Unalakleet
Rick Casillo,9,3/12 13:43:00,12,3/12 20:23:00,11,6h 40m,15h 53m,3/11 21:50:00,5.35,Unalakleet
"Michael Williams, Jr.",27,3/12 12:46:00,10,3/12 20:58:00,9,8h 12m,10h 52m,3/12 01:54:00,7.82,Unalakleet
Cody Strathe,2,3/12 13:46:00,11,3/12 21:26:00,11,7h 40m,14h 46m,3/11 23:00:00,5.76,Unalakleet
Larry Daugherty,14,3/12 19:31:00,14,3/13 00:28:00,13,4h 57m,16h 46m,3/12 02:45:00,5.07,Unalakleet
Tom Knolmayer,43,3/12 21:28:00,12,3/13 02:41:00,12,5h 13m,17h 10m,3/12 04:18:00,4.95,Unalakleet
Charley Bejna,38,3/12 19:28:00,13,3/13 03:14:00,12,7h 46m,16h 39m,3/12 02:49:00,5.11,Unalakleet
Noah Pereira,49,3/13 02:54:00,10,3/13 09:50:00,10,6h 56m,16h 8m,3/12 10:46:00,5.27,Unalakleet
Jim Lanier,32,3/13 01:58:00,15,3/13 10:28:00,15,8h 30m,15h 32m,3/12 10:26:00,5.47,Unalakleet
Emily Maxwell,58,3/13 01:23:00,10,3/13 10:30:00,10,9h 7m,14h 3m,3/12 11:20:00,6.05,Unalakleet
Andrew Nolan,56,3/13 07:59:00,12,3/13 13:27:00,12,5h 28m,16h 41m,3/12 15:18:00,5.09,Unalakleet
Aaron Peck,50,3/13 07:58:00,12,3/13 13:49:00,12,5h 51m,16h 52m,3/12 15:06:00,5.04,Unalakleet
Kristy Berington,20,3/13 08:46:00,12,3/13 14:15:00,12,5h 29m,17h 30m,3/12 15:16:00,4.86,Unalakleet
Andy Pohl,12,3/13 08:47:00,11,3/13 14:15:00,11,5h 28m,17h 31m,3/12 15:16:00,4.85,Unalakleet
Monica Zappa,48,3/13 12:12:00,13,3/13 17:33:00,13,5h 21m,16h 13m,3/12 19:59:00,5.24,Unalakleet
Brett Bruggeman,37,3/13 12:02:00,15,3/13 17:34:00,14,5h 32m,16h 3m,3/12 19:59:00,5.30,Unalakleet
Lev Shvarts,22,3/13 14:12:00,12,3/13 20:01:00,11,5h 49m,19h 8m,3/12 19:04:00,4.44,Unalakleet
Scott Janssen,23,3/13 13:48:00,13,3/13 20:28:00,13,6h 40m,16h 19m,3/12 21:29:00,5.21,Unalakleet
Alan Eischens,53,3/13 14:31:00,14,3/13 20:28:00,14,5h 57m,17h 9m,3/12 21:22:00,4.96,Unalakleet
Misha Wiljes,19,3/13 19:19:00,12,3/14 00:46:00,12,5h 27m,15h 49m,3/13 03:30:00,5.37,Unalakleet
Jeff Deeter,45,3/13 17:22:00,8,3/14 01:50:00,8,8h 28m,16h 52m,3/13 00:30:00,5.04,Unalakleet
Bradley Farquhar,65,3/13 17:14:00,11,3/14 01:55:00,11,8h 41m,25h 54m,3/12 15:20:00,3.28,Unalakleet
Peter Fleck,67,3/13 17:48:00,12,3/14 01:55:00,11,8h 7m,17h 11m,3/13 00:37:00,4.95,Unalakleet
Dave Delcourt,57,3/13 18:49:00,11,3/14 03:20:00,11,8h 31m,17h 35m,3/13 01:14:00,4.83,Unalakleet
Shaynee Traska,5,3/13 18:50:00,11,3/14 03:24:00,10,8h 34m,17h 47m,3/13 01:03:00,4.78,Unalakleet
Tim Muto,42,3/14 02:26:00,13,3/14 10:55:00,12,8h 29m,16h 34m,3/13 09:52:00,5.13,Unalakleet
Anja Radano,24,3/14 06:00:00,13,3/14 12:52:00,13,6h 52m,18h 47m,3/13 11:13:00,4.53,Unalakleet
Meredith Mapes,16,3/14 11:09:00,10,3/14 16:08:00,10,4h 59m,20h 31m,3/13 14:38:00,4.14,Unalakleet
Jason Stewart,66,3/14 11:05:00,14,3/14 16:40:00,13,5h 35m,19h 16m,3/13 15:49:00,4.41,Unalakleet
Magnus Kaltenborn,6,3/14 12:38:00,14,3/14 18:36:00,14,5h 58m,20h 44m,3/13 15:54:00,4.10,Unalakleet
Marcelle Fressineau,35,3/14 16:11:00,12,3/14 20:46:00,12,4h 35m,20h 37m,3/13 19:34:00,4.12,Unalakleet
Steve Watkins,59,3/15 18:22:00,12,,,,15h 32m,3/15 02:50:00,5.47,Unalakleet
Tara Cicatello,44,3/15 18:30:00,13,,,,15h 27m,3/15 03:03:00,5.50,Unalakleet
Nicolas Petit,46,3/12 00:35:00,12,3/12 01:09:00,11,0h 34m,5h 40m,3/11 18:55:00,7.06,Shaktoolik
Mitch Seavey,13,3/12 03:14:00,10,3/12 03:43:00,9,0h 29m,5h 58m,3/11 21:16:00,6.70,Shaktoolik
Joar Leifseth Ulsom,33,3/12 01:55:00,13,3/12 04:48:00,13,2h 53m,5h 35m,3/11 20:20:00,7.16,Shaktoolik
Peter Kaiser,30,3/12 04:31:00,11,3/12 10:21:00,10,5h 50m,5h 55m,3/11 22:36:00,6.76,Shaktoolik
Ray Redington Jr,17,3/12 04:30:00,13,3/12 10:28:00,13,5h 58m,5h 57m,3/11 22:33:00,6.72,Shaktoolik
Travis Beals,60,3/12 08:12:00,12,3/12 12:27:00,12,4h 15m,6h 35m,3/12 01:37:00,6.08,Shaktoolik
Wade Marrs,11,3/12 08:43:00,9,3/12 12:41:00,9,3h 58m,6h 17m,3/12 02:26:00,6.37,Shaktoolik
Ramey Smyth,21,3/12 10:21:00,13,3/12 13:26:00,13,3h 5m,6h 15m,3/12 04:06:00,6.40,Shaktoolik
Linwood Fiedler,8,3/12 10:38:00,12,3/12 14:22:00,11,3h 44m,5h 54m,3/12 04:44:00,6.78,Shaktoolik
Richie Diehl,29,3/12 09:16:00,12,3/12 15:23:00,12,6h 7m,5h 45m,3/12 03:31:00,6.96,Shaktoolik
Matt Hall,15,3/12 12:10:00,13,3/12 16:44:00,12,4h 34m,6h 19m,3/12 05:51:00,6.33,Shaktoolik
Aaron Burmeister,64,3/12 12:26:00,11,3/12 16:44:00,11,4h 18m,6h 21m,3/12 06:05:00,6.30,Shaktoolik
Matthew Failor,55,3/12 12:06:00,14,3/12 17:18:00,12,5h 12m,6h 1m,3/12 06:05:00,6.65,Shaktoolik
Jessie Royer,36,3/12 12:42:00,12,3/12 17:55:00,12,5h 13m,6h 8m,3/12 06:34:00,6.52,Shaktoolik
Kelly Maixner,52,3/12 13:04:00,11,3/12 17:56:00,11,4h 52m,6h 36m,3/12 06:28:00,6.06,Shaktoolik
Ketil Reitan,54,3/12 13:09:00,11,3/12 17:56:00,10,4h 47m,6h 9m,3/12 07:00:00,6.50,Shaktoolik
Aliy Zirkle,31,3/12 12:41:00,10,3/12 18:02:00,10,5h 21m,6h 27m,3/12 06:14:00,6.20,Shaktoolik
Jessie Holmes,41,3/12 13:23:00,12,3/12 18:12:00,12,4h 49m,5h 36m,3/12 07:47:00,7.14,Shaktoolik
Michelle Phillips,18,3/12 14:08:00,12,3/12 20:16:00,12,6h 8m,6h 34m,3/12 07:34:00,6.09,Shaktoolik
Mats Pettersson,3,3/12 14:10:00,12,3/12 20:17:00,11,6h 7m,6h 32m,3/12 07:38:00,6.12,Shaktoolik
Hugh Neff,68,3/12 16:09:00,11,3/12 20:19:00,11,4h 10m,7h 9m,3/12 09:00:00,5.59,Shaktoolik
Lars Monsen,61,3/12 17:32:00,11,3/12 22:43:00,10,5h 11m,6h 28m,3/12 11:04:00,6.19,Shaktoolik
Michi Konno,63,3/12 20:32:00,9,3/13 02:56:00,9,6h 24m,6h 55m,3/12 13:37:00,5.78,Shaktoolik
Katherine Keith,51,3/13 00:28:00,9,3/13 08:42:00,9,8h 14m,6h 49m,3/12 17:39:00,5.87,Shaktoolik
Jeff King,40,3/13 01:46:00,12,3/13 10:31:00,12,8h 45m,6h 18m,3/12 19:28:00,6.35,Shaktoolik
Anna Berington,4,3/13 01:41:00,10,3/13 10:32:00,10,8h 51m,5h 56m,3/12 19:45:00,6.74,Shaktoolik
"Michael Williams, Jr.",27,3/13 03:41:00,9,3/13 10:36:00,9,6h 55m,6h 43m,3/12 20:58:00,5.96,Shaktoolik
Martin Buser,28,3/13 02:58:00,12,3/13 12:16:00,12,9h 18m,7h 29m,3/12 19:29:00,5.35,Shaktoolik
Larry Daugherty,14,3/13 07:43:00,13,3/13 12:55:00,13,5h 12m,7h 15m,3/13 00:28:00,5.52,Shaktoolik
Rick Casillo,9,3/13 03:21:00,11,3/13 16:02:00,10,12h 41m,6h 58m,3/12 20:23:00,5.74,Shaktoolik
Cody Strathe,2,3/13 04:07:00,11,3/13 16:29:00,11,12h 22m,6h 41m,3/12 21:26:00,5.99,Shaktoolik
Tom Knolmayer,43,3/13 09:29:00,12,3/13 18:14:00,12,8h 45m,6h 48m,3/13 02:41:00,5.88,Shaktoolik
Charley Bejna,38,3/13 09:48:00,12,3/13 18:14:00,11,8h 26m,6h 34m,3/13 03:14:00,6.09,Shaktoolik
Noah Pereira,49,3/13 16:27:00,10,3/13 22:41:00,10,6h 14m,6h 37m,3/13 09:50:00,6.05,Shaktoolik
Jim Lanier,32,3/13 16:36:00,15,3/14 00:46:00,14,8h 10m,6h 8m,3/13 10:28:00,6.52,Shaktoolik
Emily Maxwell,58,3/13 17:24:00,10,3/14 00:47:00,10,7h 23m,6h 54m,3/13 10:30:00,5.80,Shaktoolik
Andrew Nolan,56,3/13 20:15:00,12,3/14 02:20:00,12,6h 5m,6h 48m,3/13 13:27:00,5.88,Shaktoolik
Kristy Berington,20,3/13 20:45:00,12,3/14 03:30:00,12,6h 45m,6h 30m,3/13 14:15:00,6.15,Shaktoolik
Andy Pohl,12,3/13 20:46:00,11,3/14 03:31:00,11,6h 45m,6h 31m,3/13 14:15:00,6.14,Shaktoolik
Aaron Peck,50,3/13 20:01:00,12,3/14 04:05:00,12,8h 4m,6h 12m,3/13 13:49:00,6.45,Shaktoolik
Monica Zappa,48,3/13 23:47:00,13,3/14 07:59:00,12,8h 12m,6h 14m,3/13 17:33:00,6.42,Shaktoolik
Brett Bruggeman,37,3/13 23:47:00,14,3/14 08:02:00,14,8h 15m,6h 13m,3/13 17:34:00,6.43,Shaktoolik
Lev Shvarts,22,3/14 02:24:00,11,3/14 10:05:00,11,7h 41m,6h 23m,3/13 20:01:00,6.27,Shaktoolik
Scott Janssen,23,3/14 02:08:00,13,3/14 10:09:00,13,8h 1m,5h 40m,3/13 20:28:00,7.06,Shaktoolik
Alan Eischens,53,3/14 02:32:00,14,3/14 10:10:00,14,7h 38m,6h 4m,3/13 20:28:00,6.59,Shaktoolik
Misha Wiljes,19,3/14 07:23:00,12,3/14 12:36:00,12,5h 13m,6h 37m,3/14 00:46:00,6.05,Shaktoolik
Peter Fleck,67,3/14 07:47:00,11,3/14 14:20:00,11,6h 33m,5h 52m,3/14 01:55:00,6.82,Shaktoolik
Jeff Deeter,45,3/14 08:00:00,8,3/14 14:20:00,8,6h 20m,6h 10m,3/14 01:50:00,6.49,Shaktoolik
Bradley Farquhar,65,3/14 08:03:00,11,3/14 14:21:00,11,6h 18m,6h 8m,3/14 01:55:00,6.52,Shaktoolik
Shaynee Traska,5,3/14 10:20:00,10,3/14 17:33:00,10,7h 13m,6h 56m,3/14 03:24:00,5.77,Shaktoolik
Dave Delcourt,57,3/14 09:32:00,11,3/14 17:36:00,10,8h 4m,6h 12m,3/14 03:20:00,6.45,Shaktoolik
Tim Muto,42,3/14 16:16:00,12,3/14 22:59:00,12,6h 43m,5h 21m,3/14 10:55:00,7.48,Shaktoolik
Anja Radano,24,3/14 19:14:00,13,3/15 03:16:00,13,8h 2m,6h 22m,3/14 12:52:00,6.28,Shaktoolik
Meredith Mapes,16,3/14 22:16:00,10,3/15 06:00:00,10,7h 44m,6h 8m,3/14 16:08:00,6.52,Shaktoolik
Jason Stewart,66,3/14 22:50:00,13,3/15 07:19:00,13,8h 29m,6h 10m,3/14 16:40:00,6.49,Shaktoolik
Magnus Kaltenborn,6,3/15 00:59:00,14,3/15 08:36:00,14,7h 37m,6h 23m,3/14 18:36:00,6.27,Shaktoolik
Marcelle Fressineau,35,3/15 05:24:00,12,3/15 10:47:00,12,5h 23m,8h 38m,3/14 20:46:00,4.63,Shaktoolik
Joar Leifseth Ulsom,33,3/12 13:01:00,13,3/12 17:52:00,12,4h 51m,8h 13m,3/12 04:48:00,6.09,Koyuk
Nicolas Petit,46,3/12 14:10:00,11,3/12 18:13:00,11,4h 3m,13h 1m,3/12 01:09:00,3.84,Koyuk
Mitch Seavey,13,3/12 15:55:00,9,3/12 21:08:00,9,5h 13m,12h 12m,3/12 03:43:00,4.10,Koyuk
Ray Redington Jr,17,3/12 18:26:00,13,3/13 00:07:00,12,5h 41m,7h 58m,3/12 10:28:00,6.28,Koyuk
Peter Kaiser,30,3/12 19:02:00,10,3/13 01:51:00,9,6h 49m,8h 41m,3/12 10:21:00,5.76,Koyuk
Richie Diehl,29,3/12 23:23:00,12,3/13 04:16:00,11,4h 53m,8h 0m,3/12 15:23:00,6.25,Koyuk
Travis Beals,60,3/12 22:19:00,12,3/13 04:20:00,10,6h 1m,9h 52m,3/12 12:27:00,5.07,Koyuk
Ramey Smyth,21,3/12 22:23:00,13,3/13 05:05:00,11,6h 42m,8h 57m,3/12 13:26:00,5.59,Koyuk
Jessie Holmes,41,3/13 01:20:00,12,3/13 06:40:00,12,5h 20m,7h 8m,3/12 18:12:00,7.01,Koyuk
Matt Hall,15,3/13 01:34:00,12,3/13 06:50:00,11,5h 16m,8h 50m,3/12 16:44:00,5.66,Koyuk
Linwood Fiedler,8,3/12 23:28:00,11,3/13 07:30:00,11,8h 2m,9h 6m,3/12 14:22:00,5.49,Koyuk
Aaron Burmeister,64,3/13 02:01:00,11,3/13 08:12:00,11,6h 11m,9h 17m,3/12 16:44:00,5.39,Koyuk
Jessie Royer,36,3/13 03:06:00,12,3/13 09:03:00,12,5h 57m,9h 11m,3/12 17:55:00,5.44,Koyuk
Matthew Failor,55,3/13 01:40:00,12,3/13 09:04:00,12,7h 24m,8h 22m,3/12 17:18:00,5.98,Koyuk
Ketil Reitan,54,3/13 03:08:00,10,3/13 09:12:00,10,6h 4m,9h 12m,3/12 17:56:00,5.43,Koyuk
Aliy Zirkle,31,3/13 03:07:00,10,3/13 09:14:00,10,6h 7m,9h 5m,3/12 18:02:00,5.50,Koyuk
Kelly Maixner,52,3/13 04:26:00,11,3/13 10:35:00,11,6h 9m,10h 30m,3/12 17:56:00,4.76,Koyuk
Michelle Phillips,18,3/13 05:25:00,12,3/13 12:12:00,12,6h 47m,9h 9m,3/12 20:16:00,5.46,Koyuk
Mats Pettersson,3,3/13 05:26:00,11,3/13 12:13:00,11,6h 47m,9h 9m,3/12 20:17:00,5.46,Koyuk
Hugh Neff,68,3/13 06:50:00,11,3/13 12:14:00,11,5h 24m,10h 31m,3/12 20:19:00,4.75,Koyuk
Lars Monsen,61,3/13 07:34:00,10,3/13 13:50:00,10,6h 16m,8h 51m,3/12 22:43:00,5.65,Koyuk
Anna Berington,4,3/13 18:24:00,10,3/14 01:09:00,10,6h 45m,7h 52m,3/13 10:32:00,6.36,Koyuk
Michi Konno,63,3/13 19:16:00,9,3/14 02:40:00,9,7h 24m,16h 20m,3/13 02:56:00,3.06,Koyuk
Katherine Keith,51,3/13 19:04:00,9,3/14 04:15:00,8,9h 11m,10h 22m,3/13 08:42:00,4.82,Koyuk
Martin Buser,28,3/13 22:09:00,12,3/14 06:40:00,12,8h 31m,9h 53m,3/13 12:16:00,5.06,Koyuk
Jeff King,40,3/13 19:00:00,12,3/14 07:00:00,12,12h 0m,8h 29m,3/13 10:31:00,5.89,Koyuk
"Michael Williams, Jr.",27,3/13 19:58:00,9,3/14 08:25:00,9,12h 27m,9h 22m,3/13 10:36:00,5.34,Koyuk
Rick Casillo,9,3/14 00:52:00,10,3/14 09:25:00,10,8h 33m,8h 50m,3/13 16:02:00,5.66,Koyuk
Cody Strathe,2,3/14 00:15:00,11,3/14 09:35:00,10,9h 20m,7h 46m,3/13 16:29:00,6.44,Koyuk
Tom Knolmayer,43,3/14 03:14:00,12,3/14 11:30:00,12,8h 16m,9h 0m,3/13 18:14:00,5.56,Koyuk
Charley Bejna,38,3/14 03:28:00,11,3/14 11:35:00,11,8h 7m,9h 14m,3/13 18:14:00,5.42,Koyuk
Noah Pereira,49,3/14 06:52:00,10,3/14 13:58:00,10,7h 6m,8h 11m,3/13 22:41:00,6.11,Koyuk
Larry Daugherty,14,3/14 06:39:00,13,3/14 14:15:00,12,7h 36m,17h 44m,3/13 12:55:00,2.82,Koyuk
Andrew Nolan,56,3/14 09:55:00,12,3/14 14:26:00,12,4h 31m,7h 35m,3/14 02:20:00,6.59,Koyuk
Jim Lanier,32,3/14 07:57:00,14,3/14 14:58:00,14,7h 1m,7h 11m,3/14 00:46:00,6.96,Koyuk
Emily Maxwell,58,3/14 08:28:00,10,3/14 15:00:00,9,6h 32m,7h 41m,3/14 00:47:00,6.51,Koyuk
